,index,actuals,predicts_transynergy_liu
0,4367.0,0.0,0.5243763327598572
1,6445.0,0.0,0.1333954632282257
2,5302.0,0.0,0.23363454639911652
3,5149.0,0.0,0.17460070550441742
4,4609.0,0.0,0.17548882961273193
5,223.0,0.0,0.6554653644561768
6,4281.0,0.0,0.22280088067054749
7,3856.0,0.0,0.1236300840973854
8,8490.0,0.0,0.26157286763191223
9,4350.0,0.0,0.27995333075523376
10,8017.0,0.0,0.19474975764751434
11,6236.0,0.0,0.17550106346607208
12,85.0,0.0,0.2531434893608093
13,4275.0,0.0,0.3519365191459656
14,3871.0,1.0,0.2731102705001831
15,5667.0,1.0,0.09852294623851776
16,3678.0,0.0,0.26079511642456055
17,7469.0,1.0,0.14632076025009155
18,5245.0,0.0,0.4693048298358917
19,6527.0,0.0,0.3199335038661957
20,6371.0,0.0,0.3942070007324219
21,8376.0,1.0,0.1403401792049408
22,5127.0,0.0,0.26024147868156433
23,4153.0,0.0,0.10545995831489563
24,376.0,0.0,0.4314779043197632
25,3796.0,0.0,0.22054561972618103
26,4859.0,0.0,0.1671716272830963
27,8135.0,0.0,0.39174652099609375
28,6712.0,0.0,0.44397488236427307
29,2050.0,0.0,0.19619889557361603
30,7294.0,0.0,0.26610106229782104
31,8308.0,0.0,0.23060260713100433
32,4662.0,0.0,0.3149675726890564
33,991.0,0.0,0.16886404156684875
34,489.0,0.0,0.27382394671440125
35,4329.0,0.0,0.21986281871795654
36,3148.0,0.0,0.35554617643356323
37,4190.0,1.0,0.40871661901474
38,6202.0,0.0,0.316269189119339
39,546.0,0.0,0.2368502914905548
40,2621.0,0.0,0.26267483830451965
41,2635.0,0.0,0.35159116983413696
42,766.0,0.0,0.3439006209373474
43,4961.0,0.0,0.3462350070476532
44,1716.0,0.0,0.7342564463615417
45,5433.0,0.0,0.35223808884620667
46,4963.0,0.0,0.523970365524292
47,4972.0,0.0,0.44375181198120117
48,3416.0,0.0,0.5684775710105896
49,6251.0,1.0,0.4122791290283203
50,1792.0,1.0,0.2855254113674164
51,7345.0,0.0,0.2267913669347763
52,1837.0,1.0,0.12489209324121475
53,7673.0,0.0,0.16210447251796722
54,1940.0,0.0,0.1641649603843689
55,4679.0,0.0,0.19593168795108795
56,3379.0,0.0,0.18704143166542053
57,5963.0,1.0,0.16486582159996033
58,1141.0,0.0,0.20471535623073578
59,2934.0,0.0,0.1490345597267151
60,6232.0,0.0,0.10050801187753677
61,403.0,0.0,0.23992574214935303
62,1138.0,0.0,0.2395162433385849
63,6643.0,0.0,0.6287782788276672
64,4890.0,0.0,0.41086864471435547
65,5425.0,0.0,0.40247681736946106
66,8385.0,0.0,0.19268135726451874
67,5934.0,0.0,0.17815065383911133
68,275.0,0.0,0.4426865875720978
69,6133.0,0.0,0.33170315623283386
70,4613.0,0.0,0.1561834216117859
71,1774.0,0.0,0.2611519694328308
72,6563.0,1.0,0.5475715398788452
73,6725.0,0.0,0.15577001869678497
74,3029.0,1.0,0.21740467846393585
75,656.0,1.0,0.1538880318403244
76,4498.0,1.0,0.18120355904102325
77,1827.0,1.0,0.19274310767650604
78,1251.0,1.0,0.12894241511821747
79,127.0,0.0,0.28256550431251526
80,2845.0,0.0,0.5918211340904236
81,3652.0,0.0,0.46731406450271606
82,5599.0,0.0,0.23012053966522217
83,2038.0,0.0,0.21475601196289062
84,1925.0,0.0,0.6426717638969421
85,1267.0,0.0,0.3282388150691986
86,1869.0,0.0,0.4132157266139984
87,1382.0,0.0,0.23854853212833405
88,5461.0,0.0,0.6962788105010986
89,3923.0,1.0,0.20561237633228302
90,8133.0,0.0,0.24791958928108215
91,3264.0,0.0,0.44255051016807556
92,104.0,0.0,0.36931657791137695
93,2217.0,0.0,0.602588951587677
94,3232.0,0.0,0.284018337726593
95,7523.0,0.0,0.08548940718173981
96,7248.0,0.0,0.5556807518005371
97,5517.0,0.0,0.21547284722328186
98,1783.0,1.0,0.16703438758850098
99,4283.0,0.0,0.7952883839607239
100,5368.0,1.0,0.2716514766216278
101,8589.0,0.0,0.21302267909049988
102,6124.0,0.0,0.2255898416042328
103,6600.0,1.0,0.09224282205104828
104,6526.0,0.0,0.26946350932121277
105,2025.0,0.0,0.1377965807914734
106,212.0,0.0,0.2817142903804779
107,3470.0,0.0,0.2731257975101471
108,605.0,1.0,0.12959857285022736
109,4637.0,0.0,0.21487261354923248
110,2305.0,0.0,0.06588134169578552
111,4127.0,0.0,0.46309414505958557
112,6052.0,0.0,0.19001159071922302
113,2717.0,1.0,0.1373005509376526
114,1263.0,0.0,0.43994301557540894
115,4854.0,0.0,0.3376632034778595
116,1108.0,0.0,0.19011290371418
117,7491.0,1.0,0.08215972036123276
118,1670.0,0.0,0.25844278931617737
119,3769.0,0.0,0.5164496898651123
120,3543.0,0.0,0.20494545996189117
121,906.0,1.0,0.27288487553596497
122,3246.0,0.0,0.18546253442764282
123,164.0,0.0,0.27657848596572876
124,6108.0,0.0,0.37768876552581787
125,3095.0,0.0,0.788951575756073
126,2256.0,0.0,0.1518985629081726
127,7583.0,0.0,0.16525544226169586
128,4930.0,0.0,0.42773932218551636
129,6002.0,1.0,0.18355856835842133
130,7208.0,0.0,0.6104008555412292
131,3219.0,0.0,0.20795617997646332
132,2864.0,0.0,0.12275934964418411
133,5077.0,1.0,0.1307986080646515
134,7781.0,1.0,0.2329789102077484
135,959.0,0.0,0.5504696369171143
136,2488.0,0.0,0.2162563055753708
137,2637.0,0.0,0.16200041770935059
138,7892.0,0.0,0.20142672955989838
139,1917.0,0.0,0.09365914016962051
140,3942.0,0.0,0.16525262594223022
141,8279.0,0.0,0.5331681966781616
142,8464.0,0.0,0.5836553573608398
143,3768.0,0.0,0.2524724006652832
144,5471.0,0.0,0.7962484955787659
145,3787.0,0.0,0.6599227786064148
146,5567.0,0.0,0.9155292510986328
147,6512.0,0.0,0.4375605583190918
148,4124.0,0.0,0.22382953763008118
149,7913.0,0.0,0.1128564104437828
150,7169.0,1.0,0.5332880616188049
151,2062.0,0.0,0.42929306626319885
152,1976.0,0.0,0.2481677532196045
153,8011.0,0.0,0.22912514209747314
154,313.0,1.0,0.19267655909061432
155,1841.0,1.0,0.235569566488266
156,3563.0,0.0,0.17656183242797852
157,8550.0,0.0,0.24644123017787933
158,1677.0,0.0,0.280419260263443
159,803.0,0.0,0.36000916361808777
160,4719.0,0.0,0.28038349747657776
161,5073.0,1.0,0.09237658977508545
162,3348.0,0.0,0.13513660430908203
163,2885.0,0.0,0.2828703224658966
164,5346.0,1.0,0.3266996145248413
165,6088.0,0.0,0.6532437205314636
166,6491.0,0.0,0.6765974164009094
167,4445.0,0.0,0.599048376083374
168,7623.0,0.0,0.1701028198003769
169,458.0,0.0,0.1544586420059204
170,1394.0,0.0,0.27739962935447693
171,2736.0,1.0,0.1278819441795349
172,7114.0,0.0,0.1481824368238449
173,4071.0,0.0,0.4795578420162201
174,5049.0,1.0,0.2522566616535187
175,1313.0,0.0,0.8116608262062073
176,693.0,0.0,0.309832900762558
177,5306.0,0.0,0.21639612317085266
178,5770.0,0.0,0.29136747121810913
179,3012.0,1.0,0.09130484610795975
180,8213.0,0.0,0.297445684671402
181,2241.0,0.0,0.44595766067504883
182,7051.0,0.0,0.2599826753139496
183,113.0,0.0,0.19611532986164093
184,648.0,1.0,0.11439337581396103
185,5410.0,1.0,0.19775018095970154
186,7542.0,0.0,0.36012953519821167
187,5482.0,0.0,0.2855626046657562
188,4262.0,0.0,0.5070863962173462
189,1722.0,0.0,0.2285960167646408
190,8405.0,0.0,0.2329767346382141
191,7514.0,0.0,0.19806216657161713
192,5973.0,1.0,0.41388368606567383
193,1236.0,1.0,0.08240316808223724
194,7266.0,0.0,0.4251532256603241
195,1369.0,0.0,0.1781277358531952
196,7426.0,1.0,0.16431592404842377
197,3673.0,0.0,0.6553806662559509
198,4296.0,0.0,0.5123770236968994
199,4189.0,1.0,0.6199055314064026
200,3827.0,0.0,0.24044933915138245
201,2639.0,0.0,0.24411733448505402
202,5338.0,0.0,0.24005137383937836
203,3527.0,0.0,0.5587413311004639
204,7416.0,0.0,0.14377069473266602
205,5329.0,0.0,0.3806956112384796
206,204.0,0.0,0.22338293492794037
207,4239.0,0.0,0.21270455420017242
208,7387.0,0.0,0.382586270570755
209,6715.0,0.0,0.19038990139961243
210,3254.0,0.0,0.19649183750152588
211,8168.0,0.0,0.6695801615715027
212,4187.0,1.0,0.6360793113708496
213,2987.0,1.0,0.6984440684318542
214,121.0,0.0,0.2690393030643463
215,7107.0,0.0,0.19592836499214172
216,513.0,0.0,0.49386680126190186
217,1628.0,0.0,0.5656786561012268
218,6190.0,0.0,0.16793006658554077
219,6731.0,0.0,0.20573364198207855
220,297.0,1.0,0.27502724528312683
221,2784.0,0.0,0.6065903902053833
222,3843.0,0.0,0.336246132850647
223,7834.0,0.0,0.1941341906785965
224,3051.0,0.0,0.1748875230550766
225,93.0,0.0,0.3388846814632416
226,2094.0,1.0,0.3953656852245331
227,6849.0,1.0,0.21663618087768555
228,6218.0,0.0,0.35365790128707886
229,4630.0,0.0,0.23775756359100342
230,8612.0,0.0,0.18990956246852875
231,1212.0,1.0,0.09787236899137497
232,1282.0,0.0,0.3876773715019226
233,3785.0,0.0,0.9145424962043762
234,3265.0,0.0,0.15411944687366486
235,8188.0,0.0,0.21684595942497253
236,5993.0,1.0,0.067722387611866
237,2453.0,0.0,0.07462802529335022
238,7319.0,0.0,0.13562844693660736
239,1547.0,1.0,0.17976196110248566
240,8240.0,0.0,0.9200135469436646
241,7932.0,0.0,0.36124852299690247
242,7560.0,0.0,0.11028887331485748
243,1283.0,0.0,0.07080352306365967
244,55.0,1.0,0.13234947621822357
245,6223.0,0.0,0.19773341715335846
246,1516.0,1.0,0.4947317838668823
247,3190.0,0.0,0.31483662128448486
248,3799.0,0.0,0.17446456849575043
249,6328.0,0.0,0.20242221653461456
250,6916.0,0.0,0.20320568978786469
251,2247.0,0.0,0.3935001492500305
252,23.0,1.0,0.15017001330852509
253,3654.0,0.0,0.5422079563140869
254,1795.0,1.0,0.5053819417953491
255,2019.0,0.0,0.17844991385936737
256,3994.0,0.0,0.2646681070327759
257,7470.0,1.0,0.21802420914173126
258,5450.0,0.0,0.3895966410636902
259,285.0,0.0,0.1939246505498886
260,8048.0,1.0,0.4950193166732788
261,1213.0,1.0,0.34747278690338135
262,2461.0,0.0,0.3270972669124603
263,7686.0,0.0,0.13455644249916077
264,7442.0,1.0,0.6851693987846375
265,5440.0,0.0,0.4125336706638336
266,3117.0,0.0,0.1570669710636139
267,4685.0,0.0,0.42695704102516174
268,2587.0,0.0,0.6273476481437683
269,2489.0,0.0,0.19493691623210907
270,6211.0,0.0,0.12190096080303192
271,8485.0,0.0,0.2265862673521042
272,7067.0,0.0,0.3358537256717682
273,5850.0,0.0,0.30165138840675354
274,4553.0,0.0,0.08428867161273956
275,7385.0,0.0,0.21930336952209473
276,6979.0,0.0,0.6225547790527344
277,4199.0,1.0,0.5755905508995056
278,4416.0,0.0,0.2779459059238434
279,3795.0,0.0,0.5900150537490845
280,8474.0,0.0,0.20649652183055878
281,3553.0,0.0,0.5730051398277283
282,895.0,1.0,0.1718306690454483
283,3026.0,1.0,0.24252264201641083
284,2691.0,1.0,0.18768909573554993
285,5369.0,1.0,0.1682896614074707
286,1958.0,0.0,0.5615555047988892
287,2220.0,0.0,0.25290682911872864
288,8562.0,0.0,0.21269041299819946
289,6558.0,1.0,0.11537162214517593
290,595.0,1.0,0.2118375301361084
291,813.0,0.0,0.4244972765445709
292,1859.0,0.0,0.09072360396385193
293,5894.0,0.0,0.2082318812608719
294,2958.0,0.0,0.1839175522327423
295,1147.0,0.0,0.22687752544879913
296,3717.0,0.0,0.20917078852653503
297,1186.0,0.0,0.16997122764587402
298,3378.0,0.0,0.6929315328598022
299,6801.0,0.0,0.2140948325395584
300,4481.0,1.0,0.33663854002952576
301,3955.0,0.0,0.4023047685623169
302,7068.0,0.0,0.20569941401481628
303,1006.0,0.0,0.7088979482650757
304,5300.0,0.0,0.2433720976114273
305,2485.0,0.0,0.6976273059844971
306,1365.0,0.0,0.12196509540081024
307,5339.0,0.0,0.30543452501296997
308,558.0,0.0,0.1402941346168518
309,2314.0,0.0,0.20035888254642487
310,3421.0,0.0,0.15147803723812103
311,6917.0,0.0,0.7287766337394714
312,5210.0,0.0,0.17132744193077087
313,3084.0,0.0,0.2525888681411743
314,8287.0,0.0,0.15215721726417542
315,389.0,0.0,0.44504544138908386
316,2969.0,0.0,0.1740242838859558
317,7721.0,0.0,0.18546117842197418
318,6322.0,0.0,0.32633307576179504
319,6376.0,0.0,0.1764603704214096
320,8130.0,0.0,0.5386145114898682
321,6193.0,0.0,0.304067462682724
322,1545.0,1.0,0.1544719934463501
323,2686.0,1.0,0.5521513819694519
324,5988.0,1.0,0.07942946255207062
325,7245.0,0.0,0.3657783269882202
326,5230.0,0.0,0.2048480063676834
327,7292.0,0.0,0.2879299223423004
328,1230.0,1.0,0.09976339340209961
329,5446.0,0.0,0.18963272869586945
330,72.0,0.0,0.20460842549800873
331,4677.0,0.0,0.14541161060333252
332,291.0,0.0,0.163026824593544
333,7095.0,0.0,0.27238979935646057
334,668.0,0.0,0.5035313963890076
335,2345.0,0.0,0.45598527789115906
336,4070.0,0.0,0.2371908724308014
337,4246.0,0.0,0.4677927792072296
338,1100.0,0.0,0.23596540093421936
339,4541.0,0.0,0.7629743218421936
340,5687.0,1.0,0.13817456364631653
341,1342.0,0.0,0.16265785694122314
342,2919.0,0.0,0.3470713198184967
343,2927.0,0.0,0.7038284540176392
344,5374.0,1.0,0.1547960340976715
